Datetime,Lon,Lat,Type
2012-10-03 21:17:00,-75.083676,40.016863,Liquor Law Violations
2008-03-28 20:58:00,-75.02604,40.048173,Liquor Law Violations
2007-09-05 20:35:00,-75.136001,40.046298,Family Abuse
2011-03-26 00:57:00,-75.184864,40.024485,Liquor Law Violations
2011-04-23 20:13:00,-75.120345,39.992646,Prostitution
2014-01-18 22:17:00,-75.104202,40.001586,Prostitution
2008-04-23 23:11:00,-75.088753,40.010998,Prostitution
2013-11-13 21:53:00,-75.106447,40.000383,Prostitution
2013-10-05 03:28:00,-75.231951,39.938557,Liquor Law Violations
2008-12-13 22:15:00,-75.162117,39.94909,Public Drunkenness
2009-05-17 20:25:00,-75.17164,39.987273,Gambling
2010-05-12 22:42:00,-75.220656,39.968567,Prostitution
2013-12-21 21:23:00,-75.139166,39.959309,Liquor Law Violations
2007-07-04 19:28:00,-75.076843,40.023323,Liquor Law Violations
2008-04-20 20:03:00,-75.195681,39.935113,Gambling
2006-01-28 01:20:00,-75.15836,39.959146,Prostitution
2015-05-15 21:06:00,-75.046156,40.024405,Family Abuse
2013-07-18 22:42:00,-75.140523,39.984305,Public Drunkenness
2008-05-28 23:17:00,-75.203084,39.967352,Prostitution
2008-06-17 22:26:00,-75.159024,39.919133,Prostitution
2010-05-21 22:28:00,-75.160528,39.949198,Public Drunkenness
2007-10-11 20:34:00,-75.104232,40.001497,Prostitution
2016-07-01 23:41:00,-75.131482,39.991016,Public Drunkenness
2011-10-08 21:40:00,-75.198182,39.936782,Homicide
2012-09-26 14:15:00,-75.08554,40.014849,Liquor Law Violations
2011-10-01 02:16:00,-75.158536,39.983834,Liquor Law Violations
2011-04-24 23:28:00,-75.150639,39.923103,Liquor Law Violations
2008-03-05 21:26:00,-75.077521,40.022767,Public Drunkenness
2012-05-15 15:53:00,-75.160773,39.970314,Public Drunkenness
2012-05-28 22:57:00,-75.151022,40.025195,Homicide
2007-11-22 00:45:00,-75.22147,40.025407,Public Drunkenness
2014-02-02 21:51:00,-75.144641,40.039812,Public Drunkenness
2010-05-04 20:58:00,-75.168078,39.906642,Liquor Law Violations
2008-01-09 22:33:00,-75.088753,40.010998,Prostitution
2016-07-03 14:01:00,-75.16393,39.953509,Public Drunkenness
2009-07-26 02:15:00,-75.129262,39.998548,Homicide
2013-02-02 23:20:00,-75.144841,39.950064,Liquor Law Violations
2015-02-04 12:58:00,-75.051546,40.050521,Prostitution
2010-10-09 00:53:00,-75.163669,39.982561,Public Drunkenness
2015-09-02 22:22:00,-75.20686,40.01491,Public Drunkenness
2007-03-30 21:48:00,-75.079482,40.014525,Liquor Law Violations
2013-09-21 00:20:00,-75.160611,39.981761,Liquor Law Violations
2014-07-16 22:11:00,-75.236849,39.923717,Prostitution
2011-11-26 01:18:00,-75.220508,39.967936,Homicide
2007-02-02 12:18:00,-75.13945,39.958729,Public Drunkenness
2006-06-07 11:22:00,-75.14092,40.027894,Family Abuse
2014-02-19 22:08:00,-75.127384,39.988844,Prostitution
2016-09-03 00:19:00,-75.138911,39.960464,Public Drunkenness
2014-03-04 22:28:00,-75.147655,40.008819,Prostitution
2013-09-20 09:43:00,-75.1255,39.98978,Prostitution
2006-08-26 19:34:00,-75.057051,40.025343,Family Abuse
2015-09-30 17:42:00,-75.13184,39.996316,Homicide
2015-07-22 10:58:00,-75.097981,40.004896,Prostitution
2013-03-22 09:11:00,-75.22794,39.97019,Homicide
2014-11-28 22:14:00,-75.151833,39.961413,Liquor Law Violations
2006-05-03 16:19:00,-75.223143,39.969712,Prostitution
2014-09-20 20:30:00,-75.231101,40.033106,Public Drunkenness
2009-09-03 17:03:00,-75.233799,39.967975,Homicide
2011-03-24 22:57:00,-75.146202,40.029077,Prostitution
2010-06-19 17:00:00,-75.168078,39.906642,Liquor Law Violations
2008-12-30 10:15:00,-75.103724,40.001854,Prostitution
2009-06-13 01:27:00,-75.063851,40.013443,Prostitution
2011-07-10 00:22:00,-75.152539,39.948571,Public Drunkenness
2010-12-10 23:26:00,-75.122562,39.99148,Prostitution
2009-03-21 21:47:00,-75.162174,39.949084,Prostitution
2007-04-25 15:29:00,-75.227718,39.925466,Family Abuse
2006-08-19 01:58:00,-75.234354,39.923658,Prostitution
2009-10-16 01:46:00,-75.158137,39.952729,Public Drunkenness
2010-06-19 23:11:00,-75.147475,39.999272,Prostitution
2006-12-19 01:56:00,-75.083676,40.016863,Prostitution
2015-09-24 21:56:00,-75.215967,39.932759,Family Abuse
2016-03-14 17:27:00,-75.153641,39.951101,Public Drunkenness
2013-04-16 22:17:00,-75.148144,40.000843,Prostitution
2008-01-13 00:19:00,-75.1408,39.948015,Public Drunkenness
2009-09-10 10:28:00,-75.099355,40.004269,Prostitution
2016-08-22 00:53:00,-75.162952,39.923008,Family Abuse
2007-11-14 22:40:00,-75.157943,40.050396,Prostitution
2007-12-29 02:20:00,-75.225194,39.932058,Liquor Law Violations
2012-12-28 22:56:00,-75.128524,39.988128,Prostitution
2007-12-03 23:45:00,-75.203811,39.962194,Homicide
2013-08-07 09:45:00,-75.220834,39.969948,Prostitution
2008-06-07 19:58:00,-75.168922,39.970155,Gambling
2012-09-08 00:42:00,-75.221068,40.031865,Liquor Law Violations
2013-02-03 17:01:00,-75.23323,39.959521,Family Abuse
2008-08-30 11:46:00,-75.083649,40.016743,Liquor Law Violations
2011-03-24 17:54:00,-75.166965,40.060471,Public Drunkenness
2011-09-24 00:16:00,-75.158225,39.984799,Liquor Law Violations
2013-09-28 04:08:00,-75.144074,39.957429,Public Drunkenness
2011-12-06 23:10:00,-75.106447,40.000383,Prostitution
2010-02-14 03:54:00,-75.104555,39.986236,Homicide
2013-07-16 22:20:00,-75.08554,40.014849,Prostitution
2011-12-16 20:12:00,-75.18257,39.919603,Liquor Law Violations
2006-06-28 01:14:00,-75.223324,39.968295,Prostitution
2016-08-20 00:55:00,-75.115305,39.997203,Homicide
2010-04-16 10:30:00,-75.164051,39.950925,Public Drunkenness
2008-09-18 23:32:00,-75.146225,40.014705,Prostitution
2006-04-20 17:00:00,-75.157873,39.983387,Public Drunkenness
2007-10-13 09:40:00,-75.143729,40.043832,Family Abuse
2010-12-08 13:22:00,-75.166965,40.060471,Public Drunkenness
2012-03-14 17:16:00,-75.1695,39.986996,Homicide
2011-03-26 20:59:00,-75.152888,40.002006,Liquor Law Violations
2015-04-29 22:59:00,-75.236865,39.923728,Prostitution
2008-10-17 13:21:00,-75.023848,40.04302,Prostitution
2012-04-17 21:53:00,-75.227497,39.942405,Homicide
2016-03-20 16:12:00,-75.240836,39.961337,Public Drunkenness
2013-05-04 20:55:00,-75.168078,39.906642,Liquor Law Violations
2013-05-27 18:59:00,-75.116403,40.00159,Family Abuse
2016-04-09 18:55:00,-75.168272,39.953979,Public Drunkenness
2007-08-08 22:51:00,-75.217593,39.937299,Prostitution
2011-12-27 23:10:00,-75.160805,39.947797,Prostitution
2006-06-23 14:10:00,-75.082669,40.017952,Prostitution
2016-04-15 02:13:00,-75.159,39.919173,Public Drunkenness
2010-12-08 13:22:00,-75.166965,40.060471,Public Drunkenness
2008-10-27 06:10:00,-75.125064,40.018407,Homicide
2009-07-09 13:24:00,-75.131383,40.031819,Family Abuse
2013-09-07 03:15:00,-75.088753,40.010998,Prostitution
2007-05-12 09:25:00,-75.220317,40.037516,Public Drunkenness
2006-05-19 01:58:00,-75.156322,39.986347,Prostitution
2008-06-11 21:36:00,-75.026756,40.050789,Liquor Law Violations
2016-03-01 15:00:00,-75.163272,39.953341,Public Drunkenness
2011-05-11 21:01:00,-75.154143,39.99627,Homicide
2010-09-30 12:59:00,-75.139487,39.995601,Gambling
2011-06-22 23:16:00,-75.12478,39.990561,Prostitution
2015-07-13 21:28:00,-75.078182,40.022416,Public Drunkenness
2012-08-11 21:45:00,-75.168454,39.930429,Prostitution
2007-01-11 01:20:00,-75.222889,39.968414,Prostitution
2009-03-03 21:12:00,-75.173492,39.952062,Public Drunkenness
2006-12-12 01:55:00,-75.162403,39.947904,Prostitution
2006-05-05 01:17:00,-75.147655,40.008819,Prostitution
2013-02-23 01:23:00,-75.155909,39.981958,Liquor Law Violations
2014-09-10 23:13:00,-75.200087,39.965406,Prostitution
2014-05-03 02:43:00,-75.114443,40.001325,Public Drunkenness
2012-10-15 10:01:00,-75.079888,40.011061,Family Abuse
2011-10-13 23:06:00,-75.111001,39.997854,Prostitution
2016-04-16 21:23:00,-75.168216,39.954014,Public Drunkenness
2008-09-07 18:59:00,-75.166254,39.963,Public Drunkenness
2011-09-27 22:47:00,-75.146483,40.027563,Prostitution
2014-07-22 11:14:00,-75.108725,39.999074,Prostitution
2010-07-15 20:02:00,-75.163905,39.953463,Public Drunkenness
2013-06-19 23:37:00,-75.207718,40.031582,Liquor Law Violations
2011-02-04 22:09:00,-75.15102,39.940935,Liquor Law Violations
2012-05-08 01:39:00,-75.1596,39.97896,Public Drunkenness
2013-06-08 01:29:00,-75.148326,39.984711,Liquor Law Violations
2008-03-04 14:48:00,-75.155448,39.953494,Gambling
2015-07-11 22:56:00,-75.166888,40.006543,Homicide
2007-03-10 23:17:00,-75.106447,40.000383,Prostitution
2009-10-30 22:27:00,-75.088753,40.010998,Liquor Law Violations
2012-10-11 10:38:00,-75.129642,39.987608,Prostitution
2016-02-09 16:19:00,-75.162866,39.95631,Public Drunkenness
2016-06-02 03:34:00,-75.143739,39.949943,Public Drunkenness
2014-09-05 18:31:00,-75.131875,40.035102,Gambling
2006-09-16 22:42:00,-75.177254,39.910565,Liquor Law Violations
2010-07-28 22:57:00,-75.161002,39.947046,Prostitution
2008-10-28 23:26:00,-75.11801,39.994007,Prostitution
2007-03-31 23:08:00,-75.243389,39.962293,Homicide
2012-04-17 22:46:00,-75.222889,39.968414,Prostitution
2009-03-04 13:25:00,-75.097981,40.004896,Prostitution
2013-10-30 22:21:00,-75.128524,39.988128,Prostitution
2006-02-25 01:32:00,-75.158695,39.957629,Prostitution
2013-07-13 07:15:00,-75.235503,39.927345,Homicide
2010-05-08 21:10:00,-75.084831,40.074033,Liquor Law Violations
2008-06-17 09:38:00,-75.12879,40.041365,Family Abuse
2013-09-07 03:34:00,-75.086381,40.013919,Prostitution
2008-06-11 22:17:00,-75.031332,40.051381,Liquor Law Violations
2015-07-24 10:03:00,-75.171231,39.989641,Homicide
2014-06-11 21:08:00,-75.108725,39.999074,Prostitution
2007-06-20 22:13:00,-74.980604,40.087924,Liquor Law Violations
2007-12-12 21:30:00,-75.083676,40.016863,Liquor Law Violations
2006-01-17 16:02:00,-75.224945,39.938495,Public Drunkenness
2007-04-06 22:23:00,-75.161091,39.94649,Prostitution
2012-02-22 20:50:00,-75.245913,39.96885,Homicide
2008-12-01 23:11:00,-75.245915,39.920348,Homicide
2012-08-17 11:06:00,-75.078182,40.022416,Liquor Law Violations
2013-08-27 22:23:00,-75.134975,39.973115,Prostitution
2008-05-28 23:16:00,-75.222889,39.968414,Prostitution
2015-03-29 22:49:00,-75.094421,39.994617,Public Drunkenness
2014-02-22 22:49:00,-75.161416,39.945111,Prostitution
2008-06-22 01:43:00,-75.148884,40.002735,Homicide
2011-02-16 10:54:00,-75.103724,40.001854,Prostitution
2011-09-25 00:35:00,-75.163289,39.984043,Public Drunkenness
2006-08-09 15:28:00,-75.099355,40.004269,Prostitution
2012-03-28 22:58:00,-75.145664,39.994595,Homicide
2015-08-13 23:09:00,-75.128751,39.986585,Prostitution
2015-08-03 16:12:00,-75.142167,39.989519,Homicide
2015-12-10 13:18:00,-75.154271,39.948926,Prostitution
2015-10-24 20:19:00,-75.151833,39.961413,Liquor Law Violations
2008-03-20 23:07:00,-75.202652,39.965135,Prostitution
2006-02-14 21:26:00,-75.070311,40.046785,Liquor Law Violations
2009-11-13 19:09:00,-75.026103,40.048134,Liquor Law Violations
2009-10-15 00:27:00,-75.143903,39.949461,Public Drunkenness
2006-09-27 19:39:00,-74.958716,40.090826,Family Abuse
2008-09-12 23:19:00,-75.103724,40.001854,Prostitution
2011-05-11 22:24:00,-75.088753,40.010998,Prostitution
2007-02-24 22:18:00,-75.158309,39.951723,Public Drunkenness
2006-08-23 01:30:00,-75.226349,39.931136,Prostitution
2014-07-01 23:22:00,-75.222874,39.968412,Prostitution
2007-07-05 21:02:00,-75.164766,40.045475,Prostitution
2012-08-09 20:04:00,-75.077521,40.022767,Liquor Law Violations
2006-10-07 00:51:00,-75.104232,40.001497,Prostitution
2011-07-20 10:03:00,-75.133237,39.980196,Prostitution
2013-01-23 23:41:00,-75.087588,40.01259,Prostitution
2006-09-08 19:11:00,-75.065441,40.063675,Liquor Law Violations
2013-03-07 23:02:00,-75.128524,39.988128,Prostitution
2011-08-05 20:21:00,-75.160392,39.979057,Public Drunkenness
2011-08-31 00:12:00,-75.162327,39.980876,Public Drunkenness
2015-05-30 20:48:00,-75.128524,39.988128,Prostitution
2014-03-01 23:10:00,-75.138912,39.960472,Liquor Law Violations
2016-01-09 21:22:00,-75.154531,39.993969,Public Drunkenness
2006-04-11 13:02:00,-75.165332,40.024177,Gambling
2006-03-26 09:54:00,-75.234827,39.963674,Family Abuse
2015-12-29 14:53:00,-75.132254,39.984804,Liquor Law Violations
2012-09-12 19:04:00,-75.129621,39.992405,Homicide
2010-10-19 10:05:00,-75.127416,39.988827,Prostitution
2012-02-10 04:57:00,-75.023602,40.044449,Homicide
2006-06-30 01:52:00,-75.150855,39.993517,Prostitution
2012-06-28 20:18:00,-75.083729,40.016785,Liquor Law Violations
2010-02-24 21:37:00,-75.130826,39.997762,Family Abuse
2010-06-24 22:50:00,-75.122562,39.99148,Prostitution
2012-08-11 05:18:00,-75.118407,39.990582,Homicide
2014-11-07 18:58:00,-74.998571,40.059548,Liquor Law Violations
2011-08-13 22:45:00,-75.125492,39.989889,Liquor Law Violations
2014-05-27 21:17:00,-75.202636,39.965124,Prostitution
2014-03-01 10:20:00,-75.084088,40.021348,Family Abuse
2014-08-27 22:25:00,-75.14726,40.011866,Prostitution
2015-02-20 03:44:00,-75.218308,40.022206,Public Drunkenness
2015-11-16 12:30:00,-75.181103,39.992863,Liquor Law Violations
2009-07-20 20:44:00,-75.248567,39.969214,Family Abuse
2016-09-21 18:32:00,-75.172235,39.962345,Public Drunkenness
2010-02-03 23:06:00,-75.183499,39.989773,Prostitution
2011-01-08 00:59:00,-75.214063,40.022369,Liquor Law Violations
2006-04-19 01:26:00,-75.088753,40.010998,Prostitution
2015-08-23 21:00:00,-75.112792,39.998978,Homicide
2014-06-20 22:01:00,-75.236849,39.923717,Prostitution
2014-05-01 21:12:00,-75.160963,39.947139,Prostitution
2009-12-06 05:23:00,-75.07503,40.022476,Homicide
2007-07-18 22:31:00,-75.147655,40.008819,Prostitution
2008-07-03 23:01:00,-75.205535,39.965085,Prostitution
2012-09-16 02:01:00,-75.142501,39.948145,Public Drunkenness
2014-06-26 12:19:00,-75.104186,40.001575,Prostitution
2007-06-19 11:36:00,-75.150418,39.99346,Homicide
2009-09-16 13:59:00,-75.185828,39.971763,Liquor Law Violations
2006-01-19 01:06:00,-75.120326,39.992726,Prostitution
2014-09-03 19:49:00,-75.12754,40.044605,Homicide
2006-03-05 03:41:00,-75.144125,40.002167,Liquor Law Violations
2013-03-05 21:38:00,-75.106447,40.000383,Prostitution
2006-08-14 12:48:00,-75.176786,39.937192,Gambling
2015-03-17 20:56:00,-75.129642,39.987608,Prostitution
2015-03-19 22:10:00,-75.120345,39.992646,Prostitution
2012-02-25 23:07:00,-75.106447,40.000383,Prostitution
2013-05-05 03:29:00,-75.156235,39.978399,Public Drunkenness
2009-01-29 23:09:00,-75.147285,40.014117,Prostitution
2009-02-26 13:40:00,-75.083649,40.016743,Liquor Law Violations
2016-04-02 14:34:00,-75.078182,40.022416,Public Drunkenness
2007-02-20 22:05:00,-75.148874,40.002664,Prostitution
2010-07-17 01:06:00,-75.100908,40.04046,Homicide
2014-10-10 23:42:00,-75.138097,39.96038,Liquor Law Violations
2011-07-20 22:48:00,-75.222889,39.968414,Prostitution
2012-03-16 23:22:00,-75.125492,39.989889,Prostitution
2011-02-26 04:06:00,-75.203172,39.967698,Liquor Law Violations
2012-05-07 18:54:00,-75.168078,39.906642,Liquor Law Violations
2011-02-09 23:06:00,-75.129661,39.987493,Prostitution
2014-10-02 21:39:00,-75.222874,39.968412,Prostitution
2014-10-02 18:39:00,-75.234358,39.954011,Public Drunkenness
2015-04-16 19:33:00,-75.127384,39.988844,Public Drunkenness
2015-06-10 12:40:00,-75.078182,40.022416,Liquor Law Violations
2014-06-13 20:46:00,-75.127368,39.988833,Prostitution
2008-03-13 12:33:00,-75.183629,39.979141,Homicide
2011-05-25 22:46:00,-75.087588,40.01259,Prostitution
2007-05-19 23:31:00,-75.179295,39.934782,Prostitution
2014-10-18 00:06:00,-75.222889,39.968414,Prostitution
2008-09-10 23:17:00,-75.240052,39.921496,Prostitution
2014-11-29 21:32:00,-75.147379,40.010431,Prostitution
2011-04-13 23:06:00,-75.160822,39.947714,Prostitution
2008-11-12 22:09:00,-75.209806,39.967733,Prostitution
2016-02-25 22:50:00,-74.985532,40.098858,Homicide
2016-02-16 17:14:00,-75.156505,39.952574,Public Drunkenness
2016-05-24 12:26:00,-75.106197,40.001748,Prostitution
2013-08-23 20:21:00,-75.108741,39.999085,Prostitution
2013-10-15 22:04:00,-75.11801,39.994007,Prostitution
2011-06-29 23:02:00,-75.044711,40.025246,Prostitution
2012-05-23 13:01:00,-75.029954,40.040802,Liquor Law Violations
2012-02-21 23:21:00,-75.149183,40.001071,Prostitution
2014-09-26 20:04:00,-74.994298,40.081586,Liquor Law Violations
2013-06-05 20:51:00,-75.11801,39.994007,Prostitution
2013-08-18 21:36:00,-75.172103,39.920811,Family Abuse
2006-04-01 02:05:00,-75.126225,39.983749,Prostitution
2014-06-27 20:59:00,-75.139697,39.994052,Homicide
2013-06-16 12:37:00,-75.114909,39.995701,Public Drunkenness
2013-05-01 22:40:00,-75.147276,40.011877,Prostitution
2011-12-01 22:04:00,-75.222889,39.968414,Prostitution
2008-02-17 01:17:00,-75.224612,39.941051,Public Drunkenness
2011-04-26 22:44:00,-75.147955,40.007157,Prostitution
2008-07-25 13:37:00,-75.16653,40.000412,Public Drunkenness
2015-06-17 23:47:00,-75.105046,40.000506,Prostitution
2010-01-21 16:18:00,-75.08501,40.01727,Gambling
2011-07-26 03:13:00,-75.137576,40.020867,Homicide
2011-10-22 00:22:00,-75.241233,39.966804,Liquor Law Violations
2009-02-01 03:15:00,-75.143907,39.941939,Liquor Law Violations
2014-10-09 21:24:00,-75.127384,39.988844,Prostitution
2012-12-12 23:39:00,-75.129661,39.987493,Prostitution
2009-04-04 22:41:00,-75.009111,40.090424,Liquor Law Violations
2014-11-04 23:06:00,-75.106447,40.000383,Prostitution
2009-08-16 11:18:00,-75.149769,40.005936,Public Drunkenness
2010-12-03 15:55:00,-75.217385,40.035593,Public Drunkenness
2010-07-09 00:54:00,-75.159001,39.948652,Public Drunkenness
2012-12-15 19:05:00,-75.135536,40.013473,Public Drunkenness
2014-10-21 17:34:00,-75.116545,39.990163,Family Abuse
2016-11-03 10:33:00,-75.126452,39.989257,Prostitution
2011-04-22 20:22:00,-75.162403,39.947904,Prostitution
2014-07-10 21:30:00,-75.222874,39.968412,Prostitution
2016-10-21 21:40:00,-75.222889,39.968414,Prostitution
2013-08-13 10:01:00,-75.106447,40.000383,Prostitution
2007-03-29 22:40:00,-75.146225,40.014705,Prostitution
2013-02-19 23:51:00,-75.155385,40.051817,Prostitution
2007-05-29 23:21:00,-75.111001,39.997854,Prostitution
2008-08-05 01:28:00,-75.181244,39.977422,Homicide
2007-06-13 22:20:00,-75.207624,39.966375,Prostitution
2013-01-04 23:07:00,-75.098623,39.995157,Liquor Law Violations
2010-08-17 20:42:00,-75.168078,39.906642,Liquor Law Violations
2008-07-08 20:08:00,-75.079986,40.023468,Liquor Law Violations
2008-06-14 05:29:00,-75.166413,39.970703,Public Drunkenness
2013-12-28 00:44:00,-75.241268,39.956444,Homicide
2013-11-02 01:21:00,-75.236352,39.927226,Liquor Law Violations
2014-11-28 00:31:00,-75.171048,39.983779,Public Drunkenness
2006-08-09 17:12:00,-75.094861,40.006726,Prostitution
2006-03-02 00:57:00,-75.159381,39.96189,Prostitution
2007-10-02 12:57:00,-75.092238,40.031766,Family Abuse
2012-07-17 21:58:00,-75.097981,40.004896,Prostitution
2014-02-08 05:01:00,-75.143333,39.948331,Public Drunkenness
2010-08-25 23:09:00,-75.15974,39.970173,Prostitution
2013-05-12 01:04:00,-75.225329,39.969564,Liquor Law Violations
2012-10-07 18:45:00,-75.152552,39.953044,Liquor Law Violations
2011-05-02 17:52:00,-75.173619,39.970662,Public Drunkenness
2013-11-23 11:25:00,-75.226055,39.954626,Public Drunkenness
2008-03-30 22:53:00,-75.164307,39.979489,Homicide
2007-09-27 09:17:00,-75.220787,39.929642,Family Abuse
2009-07-25 21:44:00,-75.231609,39.936135,Homicide
2008-02-21 21:08:00,-75.218879,39.940493,Prostitution
2007-10-05 16:10:00,-75.176498,40.034106,Public Drunkenness
2014-09-10 10:44:00,-75.096865,40.005506,Prostitution
2006-04-17 19:06:00,-75.164767,39.984695,Gambling
2016-03-18 17:24:00,-75.128698,39.992229,Homicide
2008-10-04 04:15:00,-75.17792,39.973498,Homicide
2006-05-12 20:33:00,-75.161299,39.98601,Gambling
2014-07-16 19:43:00,-75.131062,39.985359,Public Drunkenness
2008-05-23 21:36:00,-75.083649,40.016743,Liquor Law Violations
2006-05-02 21:09:00,-75.213103,40.031608,Liquor Law Violations
2006-03-09 01:11:00,-75.222734,39.941623,Prostitution
2011-04-15 20:45:00,-75.168078,39.906642,Liquor Law Violations
2006-09-27 00:50:00,-75.103724,40.001854,Prostitution
2008-05-23 21:30:00,-75.133557,39.978703,Prostitution
2009-08-25 23:23:00,-75.160469,39.970872,Prostitution
2007-05-20 11:08:00,-75.157631,39.989601,Homicide
2009-11-07 12:18:00,-75.163009,40.045592,Homicide
2012-08-26 00:15:00,-75.122581,39.991482,Public Drunkenness
2015-07-08 19:28:00,-75.250668,39.971006,Homicide
2011-07-01 16:54:00,-75.169423,39.941175,Homicide
2016-04-22 23:16:00,-75.096881,40.005517,Prostitution
2009-09-19 00:02:00,-75.050213,40.028346,Liquor Law Violations
2009-07-01 13:38:00,-75.156737,39.951539,Gambling
2011-05-13 22:20:00,-75.147303,40.011954,Prostitution
2007-02-16 22:25:00,-75.039898,40.054686,Liquor Law Violations
2006-05-30 20:22:00,-75.168078,39.906642,Liquor Law Violations
2014-05-27 22:35:00,-75.222874,39.968412,Prostitution
2010-12-18 02:15:00,-75.111001,39.997854,Prostitution
2008-01-25 21:36:00,-75.028033,40.054463,Liquor Law Violations
2014-08-02 03:11:00,-75.14716,40.020709,Prostitution
2013-08-14 20:51:00,-75.087588,40.01259,Prostitution
2012-08-16 12:59:00,-75.172443,39.934794,Gambling
2013-09-13 20:30:00,-75.164455,39.982683,Liquor Law Violations
2008-07-15 19:40:00,-75.080985,40.01536,Liquor Law Violations
2009-11-12 22:40:00,-75.106467,40.000259,Prostitution
2014-06-10 20:54:00,-75.101172,40.003254,Prostitution
2016-04-22 21:24:00,-75.252475,39.897412,Homicide
2008-01-17 20:40:00,-75.217187,39.970317,Prostitution
2007-07-12 11:39:00,-75.220672,40.037313,Public Drunkenness
2008-03-06 22:51:00,-75.145463,40.050937,Prostitution
2006-10-14 22:00:00,-75.048881,40.023811,Liquor Law Violations
2012-06-23 05:55:00,-75.15886,39.978774,Public Drunkenness
2014-05-27 22:45:00,-75.222874,39.968412,Prostitution
2014-06-03 22:01:00,-75.106453,40.000256,Prostitution
2013-11-20 12:09:00,-75.222889,39.968414,Prostitution
2011-07-07 23:03:00,-75.238758,39.922409,Prostitution
2016-03-12 01:16:00,-75.048669,40.033011,Liquor Law Violations
2006-07-24 08:38:00,-75.035401,40.023949,Homicide
2013-07-06 23:42:00,-75.196831,39.953362,Public Drunkenness
2009-08-06 00:18:00,-75.235245,39.949858,Homicide
2008-01-15 13:23:00,-75.167886,39.955949,Prostitution
2012-06-04 10:28:00,-75.131943,39.984433,Homicide
2013-06-08 18:14:00,-75.031477,40.031974,Liquor Law Violations
2010-03-05 18:12:00,-75.232172,39.88686,Prostitution
2012-01-21 02:16:00,-75.1561,39.954706,Public Drunkenness
2014-09-20 23:52:00,-75.147282,39.95032,Public Drunkenness
2011-11-19 17:29:00,-75.16523,39.952586,Public Drunkenness
2015-10-22 22:08:00,-75.092735,40.009676,Prostitution
2015-06-25 20:52:00,-75.108741,39.999085,Prostitution
2008-06-05 16:15:00,-75.019474,40.043685,Liquor Law Violations
2008-05-02 21:21:00,-75.026103,40.048134,Liquor Law Violations
2012-12-08 13:29:00,-75.079464,40.014405,Liquor Law Violations
2009-05-13 12:49:00,-75.122562,39.99148,Prostitution
2015-05-20 19:54:00,-75.078182,40.022416,Liquor Law Violations
2009-10-19 00:22:00,-75.160621,39.95602,Public Drunkenness
2007-06-22 22:26:00,-75.160822,39.947714,Prostitution
2009-06-21 00:21:00,-75.153587,39.988449,Public Drunkenness
2015-01-10 00:48:00,-75.223011,39.935466,Homicide
2012-03-11 22:00:00,-75.222046,40.030785,Public Drunkenness
2006-12-27 00:52:00,-75.202704,39.965206,Prostitution
2006-03-02 10:23:00,-75.23177,39.973695,Homicide
2015-03-10 21:57:00,-75.116005,39.990469,Prostitution
2008-06-04 20:01:00,-75.080219,40.020602,Liquor Law Violations
2007-05-06 00:48:00,-75.150544,39.942875,Liquor Law Violations
2011-12-27 23:10:00,-75.096881,40.005517,Prostitution
2014-08-19 23:34:00,-75.08188,40.016654,Family Abuse
2007-12-05 16:04:00,-75.061455,40.015006,Family Abuse
2014-06-16 12:26:00,-75.129646,39.98749,Prostitution
2007-09-01 00:20:00,-75.218377,40.022199,Public Drunkenness
2006-08-17 21:57:00,-75.149588,39.93988,Liquor Law Violations
2013-11-26 09:53:00,-75.228098,39.986716,Family Abuse
2008-11-28 16:10:00,-75.268092,39.978755,Homicide
2010-07-09 20:56:00,-74.975151,40.090308,Liquor Law Violations
2007-05-21 20:39:00,-75.168025,39.966018,Gambling
2009-02-06 22:49:00,-75.222889,39.968414,Prostitution
2007-07-05 12:57:00,-75.104232,40.001497,Prostitution
2011-02-20 22:54:00,-75.152192,40.00942,Homicide
2007-04-18 23:08:00,-75.178231,39.930495,Prostitution
2014-07-15 20:47:00,-75.126445,39.987781,Prostitution
2015-07-08 11:46:00,-75.203973,39.972565,Gambling
2011-09-28 23:13:00,-75.222889,39.968414,Prostitution
2007-06-06 22:40:00,-75.157637,40.018332,Public Drunkenness
2008-09-19 23:24:00,-75.086381,40.013919,Prostitution
2015-05-20 18:28:00,-75.237344,39.926257,Gambling
2010-02-26 18:00:00,-75.16523,39.952586,Public Drunkenness
2007-04-09 16:53:00,-75.08199,40.013318,Family Abuse
2015-12-24 16:14:00,-75.157961,39.978769,Public Drunkenness
2008-02-28 10:46:00,-75.087205,40.025641,Liquor Law Violations
2012-01-10 23:25:00,-75.091014,40.007405,Prostitution
2012-08-28 23:57:00,-75.138239,40.036456,Homicide
2011-09-20 20:37:00,-75.168078,39.906642,Liquor Law Violations
2013-11-15 22:46:00,-75.128524,39.988128,Prostitution
2014-10-03 03:28:00,-75.146225,40.014705,Prostitution
2009-03-22 13:30:00,-75.016779,40.033982,Homicide
2014-08-06 10:11:00,-75.104186,40.001575,Prostitution
2016-10-08 00:26:00,-75.147379,40.010431,Prostitution
2014-12-19 12:18:00,-75.128751,39.986585,Prostitution
2014-09-24 00:54:00,-75.153404,40.043604,Homicide
2007-05-21 20:42:00,-75.168025,39.966018,Gambling
2008-09-02 14:32:00,-75.114697,39.999249,Homicide
2012-10-25 20:28:00,-75.155595,39.989379,Public Drunkenness
